"caminho","motivo","impacto","podeAparecer","acao","prioridade","responsavel"
"storage/content/oab/29-exame/provas/caderno-de-prova-tipo-3-78hsv9.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/29-exame/provas/caderno-de-prova-tipo-4-cd4l9.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/29-exame/provas/caderno-de-provas-direito-civil-f9okl3.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/29-exame/provas/caderno-de-provas-direito-do-trabalho-p4aere.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/30-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-1le03g.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/30-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/30-exame/provas/caderno-de-prova-tipo-1-1lsa72.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/30-exame/provas/caderno-de-prova-tipo-2-n956uf.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/30-exame/provas/caderno-de-prova-tipo-3-5pmnsc.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/30-exame/provas/caderno-de-prova-tipo-4-7hamwx.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/30-exame/provas/caderno-de-provas-direito-civil-1i3n85.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/30-exame/provas/caderno-de-provas-direito-do-trabalho-1ilxej.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/31-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-1erk02.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/31-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/31-exame/provas/caderno-de-prova-tipo-1-1ms0lm.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/31-exame/provas/caderno-de-prova-tipo-2-14ld50.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/31-exame/provas/caderno-de-prova-tipo-3-xub3jg.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/31-exame/provas/caderno-de-prova-tipo-4-1kcpbi.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/31-exame/provas/caderno-de-provas-direito-civil-qxd1xx.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/31-exame/provas/caderno-de-provas-direito-do-trabalho-hb3ran.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/32-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-9lok8x.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/32-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/32-exame/provas/caderno-de-prova-tipo-1-1myk9o.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/32-exame/provas/caderno-de-prova-tipo-2-1fk70e.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/32-exame/provas/caderno-de-prova-tipo-3-1q01vp.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/32-exame/provas/caderno-de-prova-tipo-4-9n0css.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/32-exame/provas/caderno-de-provas-direito-civil-g2e3i9.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/32-exame/provas/caderno-de-provas-direito-do-trabalho-10i30n.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/33-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-1tizcj.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/33-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/33-exame/provas/caderno-de-prova-tipo-1-18f7of.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/33-exame/provas/caderno-de-prova-tipo-2-15dfgu.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/33-exame/provas/caderno-de-prova-tipo-3-9abch8.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/33-exame/provas/caderno-de-prova-tipo-4-rmxmy4.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/33-exame/provas/caderno-de-provas-direito-civil-oa0htn.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/33-exame/provas/caderno-de-provas-direito-do-trabalho-1iswlt.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/34-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-1agp71.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/34-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/34-exame/provas/caderno-de-prova-tipo-1-1jguo5.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/34-exame/provas/caderno-de-prova-tipo-2-jlbjkm.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/34-exame/provas/caderno-de-prova-tipo-3-xoxh9o.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/34-exame/provas/caderno-de-prova-tipo-4-8xkmxz.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/34-exame/provas/caderno-de-provas-direito-civil-1h9pe5.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/34-exame/provas/caderno-de-provas-direito-do-trabalho-1m08fy.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/35-exame/gabaritos/gabaritos-definitivos-da-prova-objetiva-1-fase-1u4p9v.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/35-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-4qo4e2.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/35-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/35-exame/provas/caderno-de-prova-tipo-1-1rapti.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/35-exame/provas/caderno-de-prova-tipo-2-meazhj.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/35-exame/provas/caderno-de-prova-tipo-3-nvwvch.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/35-exame/provas/caderno-de-prova-tipo-4-1y2v37.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/35-exame/provas/caderno-de-provas-direito-civil-1js7w3.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/35-exame/provas/caderno-de-provas-direito-do-trabalho-1gv26a.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/36-exame/gabaritos/gabaritos-definitivos-da-prova-objetiva-1-fase-1138md.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/36-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-ip29f5.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/36-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/36-exame/provas/caderno-de-prova-tipo-1-16vl03.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/36-exame/provas/caderno-de-prova-tipo-2-10xnc6.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/36-exame/provas/caderno-de-prova-tipo-3-ttft6y.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/36-exame/provas/caderno-de-prova-tipo-4-ldtu5.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/36-exame/provas/caderno-de-provas-direito-civil-nlf4em.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/37-exame/gabaritos/gabaritos-definitivos-da-prova-objetiva-1-fase-1ftur1.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/37-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-uivq1.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/37-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/37-exame/provas/caderno-de-prova-tipo-1-13eodq.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/37-exame/provas/caderno-de-prova-tipo-2-v4rbxg.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/37-exame/provas/caderno-de-prova-tipo-3-1ptjgk.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/37-exame/provas/caderno-de-prova-tipo-4-1mmfzo.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/37-exame/provas/caderno-de-provas-direito-civil-b96k0w.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/37-exame/provas/caderno-de-provas-direito-do-trabalho-1phi1s.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/38-exame/gabaritos/gabaritos-definitivos-da-prova-objetiva-1-fase-usmjo3.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/38-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-1mpipe.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/38-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/38-exame/provas/caderno-de-prova-tipo-1-1nbviw.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/38-exame/provas/caderno-de-prova-tipo-2-1mav4h.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/38-exame/provas/caderno-de-prova-tipo-3-7avmbn.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/38-exame/provas/caderno-de-prova-tipo-4-1l5upb.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/38-exame/provas/caderno-de-provas-direito-civil-5fj6zx.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/38-exame/provas/caderno-de-provas-direito-do-trabalho-hk3g3g.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/39-exame/gabaritos/gabaritos-definitivos-da-prova-objetiva-1-fase-1yuivs.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/39-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-8lt9zn.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/39-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/39-exame/provas/caderno-de-prova-tipo-1-1pymkz.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/39-exame/provas/caderno-de-prova-tipo-2-1vjx7k.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/39-exame/provas/caderno-de-prova-tipo-3-dyajpx.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/39-exame/provas/caderno-de-prova-tipo-4-1eaotd.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/39-exame/provas/caderno-de-provas-direito-civil-1nar5n.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/39-exame/provas/caderno-de-provas-direito-do-trabalho-164r3l.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/4-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/40-exame/gabaritos/gabaritos-definitivos-da-prova-objetiva-1-fase-666q9e.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/40-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-11gyjn.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/40-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/40-exame/provas/caderno-de-prova-tipo-1-v2h0ss.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/40-exame/provas/caderno-de-prova-tipo-2-1u8tfi.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/40-exame/provas/caderno-de-prova-tipo-3-1m9zvk.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/40-exame/provas/caderno-de-prova-tipo-4-1wkrzb.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/40-exame/provas/caderno-de-provas-direito-civil-1w4h9u.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/40-exame/provas/caderno-de-provas-direito-do-trabalho-17epf5.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/41-exame/gabaritos/gabaritos-definitivos-da-prova-objetiva-1-fase-1agscl.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/41-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-gdwb78.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/41-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/41-exame/provas/caderno-de-prova-tipo-1-19epxk.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/41-exame/provas/caderno-de-prova-tipo-2-9nh7u7.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/41-exame/provas/caderno-de-prova-tipo-3-9n0sub.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/41-exame/provas/caderno-de-prova-tipo-4-13yqqo.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/41-exame/provas/caderno-de-provas-direito-civil-1o4o4r.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/42-exame/gabaritos/gabaritos-definitivos-da-prova-objetiva-1-fase-oz8qn8.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/42-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-d8co1o.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/42-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/42-exame/provas/caderno-de-prova-tipo-1-1l67c6.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/42-exame/provas/caderno-de-prova-tipo-2-mfr81p.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/42-exame/provas/caderno-de-prova-tipo-3-1muvj0.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/42-exame/provas/caderno-de-prova-tipo-4-1ib9o8.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/42-exame/provas/caderno-de-provas-direito-civil-3gfgry.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/42-exame/provas/caderno-de-provas-direito-do-trabalho-1twwac.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/43-exame/gabaritos/gabaritos-definitivos-da-prova-objetiva-1-fase-99gv56.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/43-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-atualizado-em-30-04-2025-dojv0d.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/43-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/43-exame/provas/caderno-de-prova-tipo-1-wjxb32.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/43-exame/provas/caderno-de-prova-tipo-2-42gb3k.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/43-exame/provas/caderno-de-prova-tipo-3-g7aski.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/43-exame/provas/caderno-de-prova-tipo-4-78iugs.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/43-exame/provas/caderno-de-provas-direito-civil-18xvwr.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/43-exame/provas/caderno-de-provas-direito-do-trabalho-148sas.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/44-exame/gabaritos/gabaritos-definitivos-da-prova-objetiva-1-fase-1ehcwq.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/44-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-lt9f0s.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/44-exame/metadata.json","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/44-exame/provas/caderno-de-prova-tipo-1-bmn0xq.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/44-exame/provas/caderno-de-prova-tipo-2-rwnkr7.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/44-exame/provas/caderno-de-prova-tipo-3-1asweo.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/44-exame/provas/caderno-de-prova-tipo-4-1kws1b.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/44-exame/provas/caderno-de-provas-direito-civil-11y2o9.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/44-exame/provas/caderno-de-provas-direito-do-trabalho-9htmgy.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
"storage/content/oab/45-exame/gabaritos/gabaritos-definitivos-da-prova-objetiva-1-fase-iamkq5.pdf","sem disciplina","risco de mistura ou baixa qualidade","nao automaticamente","classificar/revisar antes de publicar","Alta","conteudo/taxonomia"
