"contentId","caminho","tipo","objetivo","disciplina","assunto","interface","acao","quarentena","prioridade"
"content:storage-content-oab-23-exame-provas-caderno-de-prova-tipo-4-ljdfnt-pdf","storage/content/oab/23-exame/provas/caderno-de-prova-tipo-4-ljdfnt.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-23-exame-provas-caderno-de-provas-direito-administrativo-y6jdmh-pdf","storage/content/oab/23-exame/provas/caderno-de-provas-direito-administrativo-y6jdmh.pdf","prova PDF","OAB","Direito Administrativo","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-23-exame-provas-caderno-de-provas-direito-civil-hj8jk8-pdf","storage/content/oab/23-exame/provas/caderno-de-provas-direito-civil-hj8jk8.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-23-exame-provas-caderno-de-provas-direito-constitucional-1fuojd-pdf","storage/content/oab/23-exame/provas/caderno-de-provas-direito-constitucional-1fuojd.pdf","prova PDF","OAB","Direito Constitucional","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-23-exame-provas-caderno-de-provas-direito-do-trabalho-1et8my-pdf","storage/content/oab/23-exame/provas/caderno-de-provas-direito-do-trabalho-1et8my.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-23-exame-provas-caderno-de-provas-direito-empresarial-vbdzef-pdf","storage/content/oab/23-exame/provas/caderno-de-provas-direito-empresarial-vbdzef.pdf","prova PDF","OAB","Direito Empresarial","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-23-exame-provas-caderno-de-provas-direito-penal-ahpwjf-pdf","storage/content/oab/23-exame/provas/caderno-de-provas-direito-penal-ahpwjf.pdf","prova PDF","OAB","Direito Penal","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-23-exame-provas-caderno-de-provas-direito-tributario-1sr5xa-pdf","storage/content/oab/23-exame/provas/caderno-de-provas-direito-tributario-1sr5xa.pdf","prova PDF","OAB","Direito Tributário","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-23-exame-questoes-questoes-extraidas-json","storage/content/oab/23-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","23o Exame OAB - Questao 1","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-24-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-9c1","storage/content/oab/24-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-9c1rjf.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-24-exame-metadata-json","storage/content/oab/24-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-24-exame-provas-caderno-de-prova-tipo-1-49qjjq-pdf","storage/content/oab/24-exame/provas/caderno-de-prova-tipo-1-49qjjq.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-24-exame-provas-caderno-de-prova-tipo-2-111h6i-pdf","storage/content/oab/24-exame/provas/caderno-de-prova-tipo-2-111h6i.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-24-exame-provas-caderno-de-prova-tipo-3-4odvg5-pdf","storage/content/oab/24-exame/provas/caderno-de-prova-tipo-3-4odvg5.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-24-exame-provas-caderno-de-prova-tipo-4-6f5zoy-pdf","storage/content/oab/24-exame/provas/caderno-de-prova-tipo-4-6f5zoy.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-24-exame-provas-caderno-de-provas-direito-administrativo-5ubhw-pdf","storage/content/oab/24-exame/provas/caderno-de-provas-direito-administrativo-5ubhw.pdf","prova PDF","OAB","Direito Administrativo","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-24-exame-provas-caderno-de-provas-direito-civil-19iftj-pdf","storage/content/oab/24-exame/provas/caderno-de-provas-direito-civil-19iftj.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-24-exame-provas-caderno-de-provas-direito-constitucional-n0zgmw-pdf","storage/content/oab/24-exame/provas/caderno-de-provas-direito-constitucional-n0zgmw.pdf","prova PDF","OAB","Direito Constitucional","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-24-exame-provas-caderno-de-provas-direito-do-trabalho-1yfvfn-pdf","storage/content/oab/24-exame/provas/caderno-de-provas-direito-do-trabalho-1yfvfn.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-24-exame-provas-caderno-de-provas-direito-empresarial-iz0gam-pdf","storage/content/oab/24-exame/provas/caderno-de-provas-direito-empresarial-iz0gam.pdf","prova PDF","OAB","Direito Empresarial","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-24-exame-provas-caderno-de-provas-direito-penal-g2zlgb-pdf","storage/content/oab/24-exame/provas/caderno-de-provas-direito-penal-g2zlgb.pdf","prova PDF","OAB","Direito Penal","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-24-exame-provas-caderno-de-provas-direito-tributario-tmwwol-pdf","storage/content/oab/24-exame/provas/caderno-de-provas-direito-tributario-tmwwol.pdf","prova PDF","OAB","Direito Tributário","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-24-exame-questoes-questoes-extraidas-json","storage/content/oab/24-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","24o Exame OAB - Questao 1","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-25-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-18q","storage/content/oab/25-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-18qbq1.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-25-exame-metadata-json","storage/content/oab/25-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-25-exame-provas-caderno-de-prova-tipo-1-1tybaf-pdf","storage/content/oab/25-exame/provas/caderno-de-prova-tipo-1-1tybaf.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-25-exame-provas-caderno-de-prova-tipo-2-1pw0c6-pdf","storage/content/oab/25-exame/provas/caderno-de-prova-tipo-2-1pw0c6.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-25-exame-provas-caderno-de-prova-tipo-3-1scjjx-pdf","storage/content/oab/25-exame/provas/caderno-de-prova-tipo-3-1scjjx.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-25-exame-provas-caderno-de-prova-tipo-4-5l4ybe-pdf","storage/content/oab/25-exame/provas/caderno-de-prova-tipo-4-5l4ybe.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-25-exame-provas-caderno-de-provas-direito-administrativo-dj21d2-pdf","storage/content/oab/25-exame/provas/caderno-de-provas-direito-administrativo-dj21d2.pdf","prova PDF","OAB","Direito Administrativo","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-25-exame-provas-caderno-de-provas-direito-administrativo-porto-alegre-","storage/content/oab/25-exame/provas/caderno-de-provas-direito-administrativo-porto-alegre-rs-10826q.pdf","prova PDF","OAB","Direito Administrativo","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-25-exame-provas-caderno-de-provas-direito-civil-1wcqbn-pdf","storage/content/oab/25-exame/provas/caderno-de-provas-direito-civil-1wcqbn.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-25-exame-provas-caderno-de-provas-direito-civil-porto-alegre-rs-se63et","storage/content/oab/25-exame/provas/caderno-de-provas-direito-civil-porto-alegre-rs-se63et.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-25-exame-provas-caderno-de-provas-direito-constitucional-1yv27n-pdf","storage/content/oab/25-exame/provas/caderno-de-provas-direito-constitucional-1yv27n.pdf","prova PDF","OAB","Direito Constitucional","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-25-exame-provas-caderno-de-provas-direito-constitucional-porto-alegre-","storage/content/oab/25-exame/provas/caderno-de-provas-direito-constitucional-porto-alegre-rs-lj1fuj.pdf","prova PDF","OAB","Direito Constitucional","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-25-exame-provas-caderno-de-provas-direito-do-trabalho-1x22dq-pdf","storage/content/oab/25-exame/provas/caderno-de-provas-direito-do-trabalho-1x22dq.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-25-exame-provas-caderno-de-provas-direito-do-trabalho-porto-alegre-rs-","storage/content/oab/25-exame/provas/caderno-de-provas-direito-do-trabalho-porto-alegre-rs-n1vbxj.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-25-exame-provas-caderno-de-provas-direito-empresarial-14yoar-pdf","storage/content/oab/25-exame/provas/caderno-de-provas-direito-empresarial-14yoar.pdf","prova PDF","OAB","Direito Empresarial","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-25-exame-provas-caderno-de-provas-direito-empresarial-porto-alegre-rs-","storage/content/oab/25-exame/provas/caderno-de-provas-direito-empresarial-porto-alegre-rs-4qsfvz.pdf","prova PDF","OAB","Direito Empresarial","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-25-exame-provas-caderno-de-provas-direito-penal-1kq6ok-pdf","storage/content/oab/25-exame/provas/caderno-de-provas-direito-penal-1kq6ok.pdf","prova PDF","OAB","Direito Penal","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-25-exame-provas-caderno-de-provas-direito-penal-porto-alegre-rs-i3r0q9","storage/content/oab/25-exame/provas/caderno-de-provas-direito-penal-porto-alegre-rs-i3r0q9.pdf","prova PDF","OAB","Direito Penal","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-25-exame-provas-caderno-de-provas-direito-tributario-1hjvkm-pdf","storage/content/oab/25-exame/provas/caderno-de-provas-direito-tributario-1hjvkm.pdf","prova PDF","OAB","Direito Tributário","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-25-exame-provas-caderno-de-provas-direito-tributario-porto-alegre-rs-1","storage/content/oab/25-exame/provas/caderno-de-provas-direito-tributario-porto-alegre-rs-1jgoh7.pdf","prova PDF","OAB","Direito Tributário","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-25-exame-questoes-questoes-extraidas-json","storage/content/oab/25-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","25o Exame OAB - Questao 1","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-26-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-atu","storage/content/oab/26-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-atualizado-em-06.08.2018-1sxrjv.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-26-exame-metadata-json","storage/content/oab/26-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-26-exame-provas-caderno-de-prova-tipo-1-8hrwbk-pdf","storage/content/oab/26-exame/provas/caderno-de-prova-tipo-1-8hrwbk.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-26-exame-provas-caderno-de-prova-tipo-2-y20qzm-pdf","storage/content/oab/26-exame/provas/caderno-de-prova-tipo-2-y20qzm.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-26-exame-provas-caderno-de-prova-tipo-3-1aeey7-pdf","storage/content/oab/26-exame/provas/caderno-de-prova-tipo-3-1aeey7.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-26-exame-provas-caderno-de-prova-tipo-4-135evz-pdf","storage/content/oab/26-exame/provas/caderno-de-prova-tipo-4-135evz.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-26-exame-provas-caderno-de-provas-direito-administrativo-1s4jjy-pdf","storage/content/oab/26-exame/provas/caderno-de-provas-direito-administrativo-1s4jjy.pdf","prova PDF","OAB","Direito Administrativo","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-26-exame-provas-caderno-de-provas-direito-civil-9ltbgf-pdf","storage/content/oab/26-exame/provas/caderno-de-provas-direito-civil-9ltbgf.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-26-exame-provas-caderno-de-provas-direito-constitucional-5rajdq-pdf","storage/content/oab/26-exame/provas/caderno-de-provas-direito-constitucional-5rajdq.pdf","prova PDF","OAB","Direito Constitucional","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-26-exame-provas-caderno-de-provas-direito-do-trabalho-1aiohq-pdf","storage/content/oab/26-exame/provas/caderno-de-provas-direito-do-trabalho-1aiohq.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-26-exame-provas-caderno-de-provas-direito-empresarial-1knu8b-pdf","storage/content/oab/26-exame/provas/caderno-de-provas-direito-empresarial-1knu8b.pdf","prova PDF","OAB","Direito Empresarial","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-26-exame-provas-caderno-de-provas-direito-penal-q3hxlz-pdf","storage/content/oab/26-exame/provas/caderno-de-provas-direito-penal-q3hxlz.pdf","prova PDF","OAB","Direito Penal","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-26-exame-provas-caderno-de-provas-direito-tributario-i6gfn5-pdf","storage/content/oab/26-exame/provas/caderno-de-provas-direito-tributario-i6gfn5.pdf","prova PDF","OAB","Direito Tributário","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-26-exame-questoes-questoes-extraidas-json","storage/content/oab/26-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","26o Exame OAB - Questao 1","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-27-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-ret","storage/content/oab/27-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-retificado-em-19.11.2018-13i9pd.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-27-exame-metadata-json","storage/content/oab/27-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-27-exame-provas-caderno-de-prova-tipo-1-n8lbvy-pdf","storage/content/oab/27-exame/provas/caderno-de-prova-tipo-1-n8lbvy.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-27-exame-provas-caderno-de-prova-tipo-2-7pcpql-pdf","storage/content/oab/27-exame/provas/caderno-de-prova-tipo-2-7pcpql.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-27-exame-provas-caderno-de-prova-tipo-3-2oor9w-pdf","storage/content/oab/27-exame/provas/caderno-de-prova-tipo-3-2oor9w.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-27-exame-provas-caderno-de-prova-tipo-4-19v5tb-pdf","storage/content/oab/27-exame/provas/caderno-de-prova-tipo-4-19v5tb.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-27-exame-provas-caderno-de-provas-direito-administrativo-1yux7c-pdf","storage/content/oab/27-exame/provas/caderno-de-provas-direito-administrativo-1yux7c.pdf","prova PDF","OAB","Direito Administrativo","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-27-exame-provas-caderno-de-provas-direito-civil-9u08je-pdf","storage/content/oab/27-exame/provas/caderno-de-provas-direito-civil-9u08je.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-27-exame-provas-caderno-de-provas-direito-constitucional-1mdcos-pdf","storage/content/oab/27-exame/provas/caderno-de-provas-direito-constitucional-1mdcos.pdf","prova PDF","OAB","Direito Constitucional","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-27-exame-provas-caderno-de-provas-direito-do-trabalho-lb0oyy-pdf","storage/content/oab/27-exame/provas/caderno-de-provas-direito-do-trabalho-lb0oyy.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-27-exame-provas-caderno-de-provas-direito-empresarial-6uvocn-pdf","storage/content/oab/27-exame/provas/caderno-de-provas-direito-empresarial-6uvocn.pdf","prova PDF","OAB","Direito Empresarial","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-27-exame-provas-caderno-de-provas-direito-penal-zvkr8-pdf","storage/content/oab/27-exame/provas/caderno-de-provas-direito-penal-zvkr8.pdf","prova PDF","OAB","Direito Penal","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-27-exame-provas-caderno-de-provas-direito-tributario-18qc4f-pdf","storage/content/oab/27-exame/provas/caderno-de-provas-direito-tributario-18qc4f.pdf","prova PDF","OAB","Direito Tributário","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-27-exame-questoes-questoes-extraidas-json","storage/content/oab/27-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","27o Exame OAB - Questao 1","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-28-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-ret","storage/content/oab/28-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-retificado-em-19.03.2019-166b6o.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-28-exame-metadata-json","storage/content/oab/28-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-28-exame-provas-caderno-de-prova-tipo-1-5ejlci-pdf","storage/content/oab/28-exame/provas/caderno-de-prova-tipo-1-5ejlci.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-28-exame-provas-caderno-de-prova-tipo-2-4wwn2u-pdf","storage/content/oab/28-exame/provas/caderno-de-prova-tipo-2-4wwn2u.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-28-exame-provas-caderno-de-prova-tipo-3-xocsfv-pdf","storage/content/oab/28-exame/provas/caderno-de-prova-tipo-3-xocsfv.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-28-exame-provas-caderno-de-prova-tipo-4-umqj1v-pdf","storage/content/oab/28-exame/provas/caderno-de-prova-tipo-4-umqj1v.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-28-exame-provas-caderno-de-provas-direito-administrativo-9zp750-pdf","storage/content/oab/28-exame/provas/caderno-de-provas-direito-administrativo-9zp750.pdf","prova PDF","OAB","Direito Administrativo","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-28-exame-provas-caderno-de-provas-direito-civil-fe8wt0-pdf","storage/content/oab/28-exame/provas/caderno-de-provas-direito-civil-fe8wt0.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-28-exame-provas-caderno-de-provas-direito-constitucional-1yx6il-pdf","storage/content/oab/28-exame/provas/caderno-de-provas-direito-constitucional-1yx6il.pdf","prova PDF","OAB","Direito Constitucional","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-28-exame-provas-caderno-de-provas-direito-do-trabalho-1r2aor-pdf","storage/content/oab/28-exame/provas/caderno-de-provas-direito-do-trabalho-1r2aor.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-28-exame-provas-caderno-de-provas-direito-empresarial-1n2l2q-pdf","storage/content/oab/28-exame/provas/caderno-de-provas-direito-empresarial-1n2l2q.pdf","prova PDF","OAB","Direito Empresarial","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-28-exame-provas-caderno-de-provas-direito-penal-8yd7j7-pdf","storage/content/oab/28-exame/provas/caderno-de-provas-direito-penal-8yd7j7.pdf","prova PDF","OAB","Direito Penal","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-28-exame-provas-caderno-de-provas-direito-tributario-1uktuz-pdf","storage/content/oab/28-exame/provas/caderno-de-provas-direito-tributario-1uktuz.pdf","prova PDF","OAB","Direito Tributário","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-28-exame-questoes-questoes-extraidas-json","storage/content/oab/28-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","28o Exame OAB - Questao 1","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-29-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-fay","storage/content/oab/29-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-fayxg3.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-29-exame-metadata-json","storage/content/oab/29-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-29-exame-provas-caderno-de-prova-tipo-1-gajlkk-pdf","storage/content/oab/29-exame/provas/caderno-de-prova-tipo-1-gajlkk.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-29-exame-provas-caderno-de-prova-tipo-2-8cy85q-pdf","storage/content/oab/29-exame/provas/caderno-de-prova-tipo-2-8cy85q.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-29-exame-provas-caderno-de-prova-tipo-3-78hsv9-pdf","storage/content/oab/29-exame/provas/caderno-de-prova-tipo-3-78hsv9.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-29-exame-provas-caderno-de-prova-tipo-4-cd4l9-pdf","storage/content/oab/29-exame/provas/caderno-de-prova-tipo-4-cd4l9.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-29-exame-provas-caderno-de-provas-direito-administrativo-3ng1vl-pdf","storage/content/oab/29-exame/provas/caderno-de-provas-direito-administrativo-3ng1vl.pdf","prova PDF","OAB","Direito Administrativo","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-29-exame-provas-caderno-de-provas-direito-civil-f9okl3-pdf","storage/content/oab/29-exame/provas/caderno-de-provas-direito-civil-f9okl3.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-29-exame-provas-caderno-de-provas-direito-constitucional-1lceft-pdf","storage/content/oab/29-exame/provas/caderno-de-provas-direito-constitucional-1lceft.pdf","prova PDF","OAB","Direito Constitucional","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-29-exame-provas-caderno-de-provas-direito-do-trabalho-p4aere-pdf","storage/content/oab/29-exame/provas/caderno-de-provas-direito-do-trabalho-p4aere.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-29-exame-provas-caderno-de-provas-direito-empresarial-v7rzq9-pdf","storage/content/oab/29-exame/provas/caderno-de-provas-direito-empresarial-v7rzq9.pdf","prova PDF","OAB","Direito Empresarial","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-29-exame-provas-caderno-de-provas-direito-penal-1au4t8-pdf","storage/content/oab/29-exame/provas/caderno-de-provas-direito-penal-1au4t8.pdf","prova PDF","OAB","Direito Penal","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-29-exame-provas-caderno-de-provas-direito-tributario-f8b41f-pdf","storage/content/oab/29-exame/provas/caderno-de-provas-direito-tributario-f8b41f.pdf","prova PDF","OAB","Direito Tributário","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-29-exame-questoes-questoes-extraidas-json","storage/content/oab/29-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","29o Exame OAB - Questao 1","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-30-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-1le","storage/content/oab/30-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-1le03g.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-30-exame-metadata-json","storage/content/oab/30-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-30-exame-provas-caderno-de-prova-tipo-1-1lsa72-pdf","storage/content/oab/30-exame/provas/caderno-de-prova-tipo-1-1lsa72.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-30-exame-provas-caderno-de-prova-tipo-2-n956uf-pdf","storage/content/oab/30-exame/provas/caderno-de-prova-tipo-2-n956uf.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-30-exame-provas-caderno-de-prova-tipo-3-5pmnsc-pdf","storage/content/oab/30-exame/provas/caderno-de-prova-tipo-3-5pmnsc.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-30-exame-provas-caderno-de-prova-tipo-4-7hamwx-pdf","storage/content/oab/30-exame/provas/caderno-de-prova-tipo-4-7hamwx.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-30-exame-provas-caderno-de-provas-direito-administrativo-1vyk4e-pdf","storage/content/oab/30-exame/provas/caderno-de-provas-direito-administrativo-1vyk4e.pdf","prova PDF","OAB","Direito Administrativo","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-30-exame-provas-caderno-de-provas-direito-civil-1i3n85-pdf","storage/content/oab/30-exame/provas/caderno-de-provas-direito-civil-1i3n85.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-30-exame-provas-caderno-de-provas-direito-constitucional-1j4lun-pdf","storage/content/oab/30-exame/provas/caderno-de-provas-direito-constitucional-1j4lun.pdf","prova PDF","OAB","Direito Constitucional","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-30-exame-provas-caderno-de-provas-direito-do-trabalho-1ilxej-pdf","storage/content/oab/30-exame/provas/caderno-de-provas-direito-do-trabalho-1ilxej.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-30-exame-provas-caderno-de-provas-direito-empresarial-g6wvnn-pdf","storage/content/oab/30-exame/provas/caderno-de-provas-direito-empresarial-g6wvnn.pdf","prova PDF","OAB","Direito Empresarial","","local-only","planejar importacao/conexao","nao","Alta"
